timestep,wound_area_pct,margin_cells,wound_edges,cum_T1,cum_seals,cum_divisions
707,0,15,20,53,1,16
708,0,15,20,53,1,16
709,0,15,20,53,1,16
710,0,15,20,53,1,16
711,0,15,20,54,1,16
712,0,15,20,54,1,16
713,0,15,20,54,1,16
714,0,15,20,54,1,16
715,0,15,20,54,1,16
716,0,15,20,55,1,16
717,0,15,20,55,1,16
718,0,15,20,56,1,16
719,0,15,20,57,1,16
720,0,15,20,57,1,16
721,0,15,20,57,1,16
722,0,15,20,57,1,16
723,0,15,20,57,1,16
724,0,15,20,57,1,16
725,0,15,20,57,1,16
726,0,15,20,57,1,16
727,0,15,20,57,1,16
728,0,15,20,57,1,16
729,0,15,20,58,1,16
730,0,15,20,58,1,16
731,0,15,20,58,1,16
732,0,15,20,58,1,16
733,0,15,20,59,1,16
734,0,15,20,59,1,16
735,0,15,20,59,1,16
736,0,15,20,59,1,16
737,0,15,20,59,1,16
738,0,15,20,59,1,16
739,0,15,20,59,1,16
740,0,15,20,60,1,16
741,0,15,20,60,1,16
742,0,15,20,60,1,16
743,0,15,20,61,1,16
744,0,15,20,62,1,16
745,0,15,20,63,1,16
746,0,15,20,63,1,16
747,0,15,20,63,1,16
748,0,15,20,63,1,16
749,0,15,20,63,1,16
750,0,15,20,63,1,16
751,0,15,20,63,1,16
752,0,15,20,63,1,16
753,0,15,20,63,1,16
754,0,15,20,63,1,16
755,0,15,20,63,1,16
756,0,15,20,63,1,16
757,0,15,20,63,1,16
758,0,15,20,63,1,16
759,0,15,20,63,1,16
760,0,15,20,64,1,16
761,0,15,20,64,1,16
762,0,15,20,64,1,16
763,0,15,20,64,1,16
764,0,15,20,64,1,16
765,0,15,20,64,1,16
766,0,15,20,64,1,16
767,0,15,20,64,1,16
768,0,15,20,64,1,16
769,0,15,20,64,1,16
770,0,15,20,64,1,16
771,0,15,20,64,1,16
772,0,15,20,64,1,16
773,0,15,20,64,1,16
774,0,15,20,64,1,16
775,0,15,20,65,1,16
776,0,15,20,65,1,16
777,0,15,20,65,1,16
778,0,15,20,65,1,16
779,0,15,20,65,1,16
780,0,15,20,65,1,16
781,0,15,20,65,1,16
782,0,15,20,65,1,16
783,0,15,20,65,1,16
784,0,15,20,65,1,16
785,0,15,20,65,1,16
786,0,15,20,65,1,16
787,0,15,20,65,1,16
788,0,15,20,65,1,16
789,0,15,20,65,1,17
790,0,15,20,65,1,17
791,0,15,20,65,1,17
792,0,13,18,65,2,17
793,0,13,18,65,2,17
794,0,13,18,65,2,17
795,0,13,18,65,2,17
796,0,13,18,65,2,17
797,0,13,18,65,2,17
798,0,13,18,65,2,17
799,0,13,18,65,2,17
800,0,13,18,65,2,17
801,0,13,18,66,2,17
802,0,13,18,67,2,17
803,0,13,18,67,2,17
804,0,13,18,67,2,17
805,0,13,18,67,2,17
806,0,13,18,67,2,17
807,0,13,18,67,2,17
808,0,13,18,67,2,17
809,0,13,18,67,2,17
810,0,13,18,67,2,17
811,0,13,18,67,2,17
812,0,13,18,67,2,17
813,0,13,18,67,2,17
814,0,13,18,67,2,17
815,0,13,18,67,2,17
816,0,13,18,67,2,17
817,0,13,18,67,2,17
818,0,13,18,67,2,17
819,0,13,18,67,2,17
820,0,13,18,67,2,17
821,0,13,18,67,2,17
822,0,13,18,67,2,17
823,0,13,18,67,2,17
824,0,13,18,67,2,17
825,0,13,18,67,2,17
826,0,13,18,68,2,17
827,0,13,18,68,2,17
828,0,13,18,68,2,17
829,0,13,18,68,2,17
830,0,13,18,68,2,17
831,0,13,18,68,2,17
832,0,13,18,68,2,17
833,0,13,18,68,2,17
834,0,13,18,68,2,17
835,0,13,18,68,2,17
836,0,13,18,68,2,17
837,0,13,18,68,2,17
838,0,13,18,68,2,17
839,0,13,18,68,2,17
840,0,13,18,68,2,17
841,0,13,18,68,2,17
842,0,13,18,68,2,17
843,0,13,18,68,2,17
844,0,13,18,68,2,17
845,0,13,18,68,2,17
846,0,13,18,68,2,17
847,0,13,18,68,2,17
848,0,13,18,68,2,17
849,0,13,18,68,2,17
850,0,13,18,68,2,17
851,0,13,18,68,2,17
852,0,13,18,69,2,17
853,0,13,18,69,2,17
854,0,13,18,69,2,17
855,0,13,18,69,2,17
856,0,13,18,69,2,17
857,0,13,18,69,2,17
858,0,13,18,69,2,17
859,0,13,18,69,2,17
860,0,13,18,69,2,17
861,0,13,18,69,2,17
862,0,13,18,69,2,17
863,0,13,18,69,2,17
864,0,13,18,69,2,17
865,0,11,16,69,3,17
866,0,11,16,69,3,17
867,0,11,16,69,3,17
868,0,11,16,69,3,17
869,0,11,16,69,3,17
870,0,11,16,69,3,17
871,0,11,16,69,3,17
872,0,11,16,69,3,17
873,0,11,16,69,3,17
874,0,11,16,69,3,17
875,0,11,16,69,3,17
876,0,11,16,69,3,17
877,0,11,16,69,3,17
878,0,11,16,70,3,17
879,0,11,16,70,3,17
880,0,11,16,70,3,17
881,0,11,16,70,3,17
882,0,11,16,70,3,17
883,0,11,16,70,3,17
884,0,11,16,70,3,17
885,0,11,16,70,3,17
886,0,11,16,70,3,17
887,0,11,16,70,3,17
888,0,11,16,70,3,17
889,0,11,16,70,3,17
890,0,11,16,70,3,17
891,0,11,16,70,3,17
892,0,11,16,70,3,17
893,0,11,16,70,3,17
894,0,11,16,70,3,17
895,0,11,16,70,3,17
896,0,11,16,70,3,17
897,0,11,16,70,3,17
898,0,11,16,70,3,17
899,0,11,16,70,3,17
900,0,11,16,70,3,17
901,0,11,16,70,3,17
902,0,11,16,70,3,17
903,0,11,16,70,3,17
904,0,11,16,70,3,17
905,0,11,16,70,3,17
906,0,11,16,70,3,17
907,0,11,16,70,3,17
908,0,11,16,70,3,17
909,0,11,16,70,3,17
910,0,11,16,70,3,17
911,0,11,16,70,3,17
912,0,11,16,70,3,17
913,0,11,16,70,3,17
914,0,11,16,70,3,17
915,0,11,16,70,3,17
916,0,11,16,70,3,17
917,0,11,16,70,3,17
918,0,9,14,70,4,17
919,0,9,14,70,4,17
920,0,9,14,70,4,17
921,0,9,14,70,4,17
922,0,9,14,70,4,17
923,0,9,14,70,4,17
924,0,9,14,71,4,17
925,0,9,14,71,4,17
926,0,9,14,71,4,17
927,0,9,14,71,4,17
928,0,9,14,71,4,17
929,0,9,14,71,4,17
930,0,9,14,71,4,17
931,0,9,14,71,4,17
932,0,9,14,71,4,17
933,0,9,14,71,4,17
934,0,9,14,71,4,17
935,0,9,14,71,4,17
936,0,9,14,71,4,17
937,0,9,14,71,4,17
938,0,9,14,71,4,17
939,0,9,14,71,4,17
940,0,9,14,71,4,17
941,0,9,14,71,4,17
942,0,9,14,71,4,17
943,0,9,14,71,4,17
944,0,9,14,71,4,17
945,0,9,14,71,4,17
946,0,9,14,71,4,17
947,0,9,14,71,4,17
948,0,9,14,71,4,17
949,0,9,14,71,4,17
950,0,9,14,71,4,17
951,0,9,14,71,4,17
952,0,9,14,71,4,17
953,0,9,12,71,5,17
954,0,8,10,71,6,17
955,0,6,8,71,7,17
956,0,6,8,71,7,17
957,0,6,8,71,7,17
958,0,6,8,71,7,17
959,0,6,8,71,7,17
960,0,6,8,71,7,17
961,0,6,8,71,7,17
962,0,6,8,71,7,17
963,0,6,8,72,7,17
964,0,6,8,72,7,17
965,0,6,8,72,7,17
966,0,6,8,72,8,17
967,0,6,8,72,8,17
968,0,6,8,72,8,17
969,0,6,8,73,8,17
970,0,6,8,73,8,17
971,0,6,8,73,8,17
972,0,6,8,73,8,17
973,0,6,8,73,8,17
974,0,6,8,73,8,17
975,0,6,8,73,8,17
976,0,6,8,73,8,17
977,0,6,8,74,8,17
978,0,6,8,74,8,17
979,0,6,8,74,8,17
980,0,6,8,74,8,17
981,0,6,8,74,8,17
982,0,6,8,75,8,17
983,0,6,8,75,8,17
984,0,6,8,75,8,17
985,0,6,8,75,8,17
986,0,6,8,75,8,17
987,0,6,8,75,8,17
988,0,6,8,75,8,17
989,0,6,8,75,8,17
990,0,6,8,75,8,17
991,0,6,8,75,8,17
992,0,4,6,75,9,17
993,0,4,6,76,9,17
994,0,4,6,76,9,17
995,0,4,6,76,9,17
996,0,4,6,76,9,17
997,0,4,6,77,9,17
998,0,4,6,77,9,17
999,0,4,6,77,9,17
1000,0,4,6,77,9,17
